attendance,quiz1,quiz2,quiz3,quiz4,assignment1,assignment2,assignment3,assignment4,midterm,final_exam,pass_fail,needs_support
100.0,95.94,74.53,100.0,100.0,100.0,100.0,100.0,100.0,85.33,97.43,1,0
60.31,66.48,65.51,68.69,58.83,70.99,62.39,66.45,69.26,52.16,67.13,1,1
88.31,74.47,86.73,98.83,97.11,100.0,92.67,100.0,94.84,76.19,100.0,1,0
68.72,62.76,64.84,69.71,78.26,87.88,73.83,84.68,93.33,85.34,89.71,1,0
40.0,38.61,24.1,26.12,8.67,21.42,32.13,22.44,16.66,7.37,8.69,0,1
91.3,78.39,85.73,82.56,68.35,86.73,77.61,84.76,94.38,59.02,73.36,1,0
58.61,39.01,39.31,46.1,46.06,51.29,60.23,45.64,57.49,26.65,43.45,0,1
40.0,65.58,63.2,61.12,71.07,57.81,51.61,61.65,48.78,49.9,56.52,1,1
74.62,72.62,54.72,60.79,76.32,70.36,72.82,87.48,48.91,67.21,56.33,1,0
88.77,100.0,80.71,82.53,74.06,100.0,89.03,100.0,98.84,86.29,97.81,1,0
40.0,14.08,4.77,21.09,7.92,12.78,12.81,10.88,24.01,1.48,18.44,0,1
45.1,57.53,47.36,46.5,54.83,41.62,49.9,42.76,59.62,51.3,51.87,1,1
41.71,48.19,53.7,52.84,44.66,63.59,49.78,57.5,61.92,64.49,34.95,0,1
40.0,0.0,3.13,6.27,5.83,9.03,3.64,4.08,11.42,6.29,0.41,0,1
76.19,79.24,77.76,67.81,73.38,73.47,75.83,66.71,69.32,60.47,77.62,1,0
40.0,52.9,51.2,47.52,32.05,53.23,53.18,45.83,36.8,29.24,44.82,0,1
93.24,86.97,92.28,95.58,86.99,86.25,84.15,90.2,90.88,98.21,85.02,1,0
90.13,100.0,97.4,93.69,100.0,100.0,100.0,100.0,92.94,100.0,79.01,1,0
88.95,100.0,73.38,99.71,77.8,89.69,78.59,90.8,98.59,82.85,92.95,1,0
77.51,78.4,65.68,75.64,70.33,76.84,71.68,96.47,72.0,73.75,67.64,1,0
85.28,100.0,88.73,75.87,100.0,90.04,99.13,100.0,82.13,93.98,88.3,1,0
72.95,79.74,77.75,62.84,71.76,82.02,77.23,87.4,81.76,74.68,65.07,1,0
55.84,77.01,52.52,56.57,44.57,64.69,69.69,55.58,65.01,46.19,65.72,1,1
57.19,60.4,46.94,24.2,66.13,70.33,62.04,71.71,47.76,63.4,62.66,1,1
80.47,76.92,83.25,83.32,80.7,85.88,74.0,81.92,74.34,87.15,87.99,1,0
100.0,73.94,87.33,88.93,100.0,90.94,96.2,92.59,83.17,78.21,79.75,1,0
55.08,80.85,89.08,71.91,70.45,70.85,68.09,73.21,78.96,66.75,66.88,1,1
79.57,73.63,62.39,81.32,76.74,80.65,80.31,76.01,80.83,67.33,79.18,1,0
40.0,10.44,13.06,25.14,27.46,47.3,37.6,34.53,36.87,29.07,38.24,0,1
40.0,26.78,32.64,30.44,20.85,17.46,33.94,28.4,38.33,8.74,25.49,0,1
40.0,8.38,12.38,6.94,33.99,20.88,6.25,34.35,17.93,20.61,5.88,0,1
68.68,71.07,87.48,65.11,72.41,94.02,52.37,68.86,57.91,86.71,63.88,1,0
40.0,34.42,37.59,49.76,8.9,17.2,32.75,57.26,33.79,41.87,45.06,0,1
75.31,76.45,86.3,89.29,91.64,88.76,91.71,100.0,86.38,65.78,91.86,1,0
75.68,70.75,53.07,49.56,82.78,74.89,64.76,92.54,61.17,51.07,58.47,1,0
53.05,69.74,66.43,85.18,85.03,66.75,76.32,76.48,79.49,61.75,63.48,1,1
81.67,97.35,76.83,90.47,79.35,99.89,82.51,82.68,100.0,78.66,81.17,1,0
68.33,55.67,82.19,71.75,82.3,93.11,76.1,60.46,70.98,67.17,60.4,1,0
91.55,71.78,77.9,99.19,90.39,98.47,84.51,100.0,94.59,94.03,89.12,1,0
73.75,71.26,72.97,81.96,57.79,79.21,96.51,96.79,100.0,100.0,88.01,1,0
100.0,81.62,89.72,95.33,87.5,93.25,100.0,100.0,100.0,90.51,100.0,1,0
100.0,100.0,100.0,100.0,94.08,100.0,100.0,95.68,100.0,100.0,87.98,1,0
70.36,68.87,84.68,72.2,74.75,64.23,76.37,79.12,73.59,79.05,55.04,1,0
54.91,70.95,51.17,58.96,64.01,55.13,66.36,65.65,80.2,67.03,62.6,1,1
46.1,39.64,46.71,44.74,41.03,37.1,46.77,54.19,43.05,26.05,45.87,0,1
51.35,55.06,57.71,67.54,41.96,70.89,65.06,42.6,60.57,53.87,32.09,0,1
45.66,52.84,42.26,60.67,43.49,43.9,40.28,35.77,51.24,45.87,32.49,0,1
90.82,64.14,67.97,63.56,90.29,82.37,78.12,83.73,94.56,59.36,70.35,1,0
44.86,68.3,77.25,58.9,54.11,52.13,58.68,47.77,59.63,39.09,62.46,1,1
40.0,20.28,12.04,30.57,13.98,31.04,17.49,25.72,21.17,31.75,35.06,0,1
77.84,65.85,65.16,77.85,77.78,78.69,82.2,82.43,88.03,82.66,75.37,1,0
85.63,70.98,70.01,85.96,83.2,71.85,80.71,70.31,84.58,53.44,87.61,1,0
74.03,57.1,66.57,92.91,61.14,83.24,73.08,61.69,91.15,67.79,63.04,1,0
59.25,26.77,52.4,39.59,49.13,47.09,67.08,48.79,47.93,52.96,63.64,1,1
40.0,16.63,27.28,5.62,12.4,26.77,17.1,24.55,37.63,34.06,21.35,0,1
40.0,24.95,18.4,20.2,0.0,35.2,8.09,33.37,18.09,41.24,11.4,0,1
40.0,20.71,9.87,2.4,31.37,36.56,14.68,17.41,22.79,35.43,28.17,0,1
68.76,62.27,73.31,64.98,55.08,70.27,67.25,62.58,74.27,64.33,75.01,1,0
78.38,80.12,68.74,90.0,89.95,92.35,91.79,78.78,93.73,70.15,71.96,1,0
87.67,72.6,100.0,83.97,100.0,100.0,90.78,100.0,88.37,88.25,100.0,1,0
67.94,69.45,54.05,58.88,42.02,73.04,51.62,58.94,60.18,54.12,58.33,1,1
88.8,72.9,72.69,74.66,75.1,66.11,71.07,78.42,66.67,97.43,82.56,1,0
59.16,80.24,76.22,77.4,56.9,74.19,57.74,69.59,72.74,66.05,69.28,1,1
62.73,82.88,74.54,94.39,59.43,68.68,82.32,92.43,78.52,71.79,89.49,1,1
40.0,29.67,41.42,25.55,47.69,50.53,57.49,57.63,64.15,35.47,41.52,0,1
46.56,36.63,64.24,54.39,47.19,56.3,41.28,59.06,47.59,30.47,32.79,0,1
76.41,84.19,74.02,78.38,93.17,72.95,91.23,90.29,76.83,67.83,74.41,1,0
64.26,57.51,62.54,60.76,82.54,82.84,76.47,89.68,68.53,63.81,68.88,1,1
86.62,100.0,92.12,77.78,78.79,92.19,96.5,99.69,77.92,76.51,85.81,1,0
40.0,31.94,28.99,12.1,26.17,13.4,19.98,18.52,32.63,29.94,24.11,0,1
80.69,82.44,69.8,89.81,60.96,75.67,79.31,82.92,76.13,95.07,78.2,1,0
40.0,48.73,51.71,52.32,44.1,53.53,58.74,61.74,51.83,54.58,62.91,1,1
40.0,0.0,40.12,12.63,43.83,36.3,37.82,33.04,42.42,30.94,20.7,0,1
92.26,91.16,100.0,92.25,100.0,75.27,90.47,100.0,100.0,76.64,96.39,1,0
85.54,64.78,66.64,69.77,76.74,78.99,83.25,79.13,68.94,93.42,77.33,1,0
40.0,3.68,35.37,17.04,16.01,31.26,5.68,31.02,19.12,14.71,28.6,0,1
52.6,56.16,43.32,44.89,50.91,58.62,68.82,38.39,48.1,14.36,46.83,0,1
56.52,37.55,57.8,49.3,45.61,56.02,55.52,52.86,59.31,47.46,37.27,0,1
70.85,62.69,74.57,63.05,67.31,57.1,76.0,51.31,73.75,53.13,59.45,1,0
40.0,5.42,3.38,0.09,10.47,13.62,19.6,28.14,27.9,12.35,11.77,0,1
40.0,21.99,11.83,10.44,25.06,13.9,22.39,31.73,22.32,18.09,27.61,0,1
89.99,61.4,69.6,81.1,71.96,88.22,85.44,94.07,97.15,90.36,86.0,1,0
93.93,100.0,100.0,83.94,100.0,95.59,100.0,93.12,97.8,80.05,100.0,1,0
41.42,46.5,41.7,67.74,28.1,42.43,50.74,37.67,31.33,18.23,30.42,0,1
76.51,80.67,67.58,93.35,81.79,100.0,88.91,94.2,86.08,84.21,99.32,1,0
89.89,64.31,74.8,75.52,94.71,89.76,99.43,89.49,88.54,84.61,73.12,1,0
40.0,28.18,37.41,49.76,49.92,61.7,61.97,47.13,59.23,31.0,35.32,0,1
40.0,43.09,24.34,30.3,17.61,39.92,40.45,42.28,51.69,31.08,37.8,0,1
54.13,58.83,47.64,50.27,54.67,54.69,64.78,66.99,54.49,68.04,41.2,0,1
44.68,62.4,42.36,38.9,42.75,48.91,44.0,38.88,50.61,26.53,29.27,0,1
40.0,36.8,25.52,28.2,39.4,32.22,40.55,41.07,25.86,18.99,14.08,0,1
40.0,0.0,0.0,1.87,0.0,18.53,17.36,0.0,0.0,0.0,0.0,0,1
40.0,18.94,22.86,25.69,43.35,31.31,24.2,24.99,30.23,6.96,19.35,0,1
75.26,86.77,86.67,97.75,73.75,56.92,85.76,78.66,87.16,68.1,58.38,1,0
79.59,77.51,86.4,82.41,92.07,78.93,80.61,80.06,91.45,71.84,90.53,1,0
40.0,0.0,0.0,0.0,0.0,1.36,12.12,25.82,32.7,5.53,17.54,0,1
77.6,84.49,88.98,87.41,100.0,100.0,100.0,100.0,94.48,91.14,99.31,1,0
66.67,65.78,61.83,56.01,63.0,69.55,73.06,81.51,68.92,79.91,77.94,1,0
49.0,41.66,37.41,38.29,47.2,56.52,48.94,56.47,57.02,63.1,59.34,1,1
45.71,42.75,34.56,56.01,43.66,55.95,68.63,48.96,44.66,37.12,46.28,0,1
40.0,29.22,34.78,11.78,21.18,11.18,16.3,5.47,17.49,25.95,14.62,0,1
40.0,15.26,9.57,16.09,8.83,0.0,19.37,10.82,8.52,15.39,22.88,0,1
40.0,16.94,42.34,44.98,49.65,47.08,51.26,47.63,57.71,40.93,34.66,0,1
40.0,0.53,8.65,0.0,16.77,0.0,0.0,4.48,26.78,0.0,6.2,0,1
47.54,49.49,60.8,51.68,30.61,47.09,56.23,65.44,47.34,60.66,45.59,0,1
40.0,30.26,34.59,48.46,15.69,50.72,40.59,35.54,40.5,41.72,17.3,0,1
40.0,0.0,6.79,4.17,9.24,16.66,17.99,18.9,0.0,23.58,1.81,0,1
40.0,19.64,24.15,30.91,27.61,23.68,49.09,33.01,26.93,27.67,47.15,0,1
44.69,34.82,45.96,34.23,37.36,52.65,39.36,47.16,52.31,15.03,63.03,1,1
40.0,25.35,36.16,27.99,21.82,38.79,27.66,37.32,15.24,32.26,44.08,0,1
42.07,33.59,62.05,28.24,48.94,80.93,45.71,55.86,69.1,61.93,59.07,1,1
40.0,34.32,32.1,32.74,40.19,44.25,52.66,42.04,46.13,40.25,22.9,0,1
78.66,91.11,72.08,79.4,67.06,97.53,77.93,71.41,86.06,78.74,81.25,1,0
40.0,55.41,35.95,28.34,29.54,41.81,47.64,30.52,27.71,28.34,30.32,0,1
46.95,48.82,46.98,38.19,8.8,38.21,42.1,42.82,32.74,44.79,48.63,0,1
45.61,30.5,41.27,34.7,29.35,34.02,31.17,28.72,36.56,4.41,18.59,0,1
48.74,42.49,39.11,46.11,48.41,54.32,45.75,58.39,49.19,23.33,61.49,1,1
82.45,69.4,64.93,63.04,61.62,78.17,67.48,63.75,66.85,84.09,59.9,1,0
40.0,50.85,23.82,38.05,42.01,31.97,33.72,48.6,30.13,47.4,37.04,0,1
40.0,9.01,8.46,0.0,5.32,8.65,8.51,11.67,15.26,0.0,0.0,0,1
67.25,78.04,71.2,70.45,64.57,90.62,82.67,63.57,82.34,43.39,69.54,1,0
44.07,20.94,56.38,33.58,42.6,52.11,57.87,43.79,56.57,32.17,55.86,1,1
61.52,75.32,48.31,55.28,29.59,64.42,46.56,59.94,50.56,59.42,51.41,1,1
83.32,95.27,87.37,86.1,85.23,76.29,85.45,85.68,100.0,77.57,86.66,1,0
40.0,27.67,0.0,12.32,29.55,12.54,12.48,20.35,21.98,0.0,10.59,0,1
68.8,63.45,65.21,49.4,68.32,82.56,64.0,51.4,70.98,53.03,56.33,1,0
51.21,34.48,13.16,43.65,46.81,29.26,37.59,43.71,49.77,33.77,35.09,0,1
40.0,9.77,0.0,0.0,0.0,7.99,15.93,10.73,17.41,20.24,16.63,0,1
93.71,100.0,75.72,79.44,99.53,98.09,93.1,100.0,94.86,82.68,100.0,1,0
40.0,43.16,20.93,27.05,38.79,55.03,38.15,55.15,37.4,19.48,16.75,0,1
84.29,70.76,68.59,87.17,82.95,85.34,81.99,73.29,82.59,68.86,72.25,1,0
62.35,81.89,71.86,68.9,72.16,73.96,70.84,74.17,89.34,57.34,73.93,1,1
90.21,76.88,79.45,73.35,52.37,76.59,79.13,65.68,71.57,84.14,59.7,1,0
88.69,67.22,90.08,100.0,70.24,89.64,100.0,89.82,92.38,91.68,98.73,1,0
40.0,36.2,38.5,35.99,19.27,40.7,28.16,39.11,33.92,30.38,25.35,0,1
100.0,100.0,100.0,94.13,90.88,100.0,98.29,100.0,100.0,92.94,100.0,1,0
59.09,36.74,55.28,59.34,59.75,46.93,54.27,60.2,55.67,37.1,43.54,0,1
88.65,71.75,89.53,77.44,73.87,84.99,87.66,100.0,90.36,82.19,100.0,1,0
40.0,30.25,31.41,13.52,57.34,39.39,26.79,49.63,32.46,24.85,36.65,0,1
85.31,95.26,57.35,72.63,91.93,72.72,75.72,88.79,95.67,76.57,100.0,1,0
40.0,23.57,27.29,25.16,29.53,15.98,32.98,21.76,33.8,0.0,41.31,0,1
40.0,29.24,24.29,20.44,29.88,27.65,16.63,24.8,28.51,0.0,14.02,0,1
51.17,18.82,43.82,36.27,39.6,39.87,38.87,47.07,51.44,24.22,47.82,0,1
61.19,87.06,73.65,83.21,92.59,82.15,100.0,76.7,86.15,86.5,95.01,1,1
40.0,39.65,35.52,19.17,41.49,27.16,29.72,14.01,41.17,54.46,33.29,0,1
64.8,70.67,74.43,84.06,46.38,74.07,64.56,62.78,56.68,52.34,48.52,0,1
83.87,78.16,100.0,95.03,100.0,100.0,100.0,91.39,98.22,77.25,85.86,1,0
70.16,68.01,70.31,62.54,70.09,66.71,67.74,63.67,65.21,66.27,72.34,1,0
40.0,10.4,9.23,29.56,17.62,17.85,30.13,17.73,26.04,0.0,38.44,0,1
40.0,41.16,27.63,48.26,45.1,46.12,51.28,35.16,36.82,27.07,36.18,0,1
40.0,43.71,23.97,21.68,21.82,42.04,30.75,30.56,42.86,45.96,35.24,0,1
77.29,74.77,79.02,83.33,100.0,82.67,90.83,92.73,86.7,77.71,85.91,1,0
52.0,43.01,53.6,29.48,34.88,37.95,45.04,49.55,43.89,33.55,49.31,0,1
40.0,42.38,30.95,0.0,15.51,24.41,18.1,25.96,8.87,34.24,0.0,0,1
89.59,86.71,89.18,54.19,71.42,81.9,100.0,80.95,81.11,58.27,87.03,1,0
84.59,66.6,80.37,68.73,67.76,89.44,79.52,86.33,85.02,68.18,76.08,1,0
41.39,58.77,44.66,34.7,46.34,29.09,46.9,45.01,54.76,42.98,54.01,1,1
52.71,68.99,59.38,54.08,73.05,74.87,68.41,69.84,68.19,75.55,64.63,1,1
64.02,47.78,60.35,73.02,68.95,74.15,81.0,83.31,77.77,55.89,50.13,1,1
50.27,47.63,61.16,55.45,57.87,61.31,78.97,59.37,61.71,53.34,59.51,1,1
52.03,48.35,45.21,29.22,73.65,45.08,57.18,39.41,55.12,37.78,40.0,0,1
62.34,65.73,55.61,56.01,45.86,57.19,67.68,70.5,68.3,52.95,33.1,0,1
40.0,0.0,0.0,8.76,3.08,1.23,13.97,17.8,17.23,7.08,0.0,0,1
65.29,71.66,74.31,70.88,60.74,67.33,67.76,86.62,74.62,55.18,65.49,1,0
58.08,59.76,57.38,81.8,78.72,74.48,74.63,63.2,61.67,56.41,66.89,1,1
40.0,51.26,37.25,37.72,63.9,35.94,39.91,22.11,47.46,55.69,31.57,0,1
72.97,56.69,70.36,71.55,72.64,100.0,83.46,74.77,69.6,48.49,62.8,1,0
63.87,67.54,68.57,47.27,67.47,82.71,80.41,75.8,79.13,53.85,61.47,1,1
100.0,100.0,93.69,84.8,77.92,96.97,100.0,100.0,96.81,90.4,80.94,1,0
90.8,74.18,86.37,90.59,71.25,82.08,76.32,66.33,74.78,75.62,67.48,1,0
67.85,57.01,68.51,58.87,49.24,80.59,79.26,66.65,79.43,57.2,58.69,1,0
100.0,85.29,81.46,96.48,93.28,99.87,100.0,100.0,100.0,86.67,92.78,1,0
40.0,4.37,18.33,0.0,2.11,0.49,0.26,10.24,7.06,0.0,0.0,0,1
45.41,44.61,17.7,40.27,40.05,53.73,35.05,55.05,50.72,22.62,43.37,0,1
65.42,74.47,74.61,71.3,50.22,76.77,71.05,73.23,80.68,71.86,64.66,1,0
40.0,27.29,36.03,32.43,34.0,41.66,40.67,28.46,41.59,28.63,14.87,0,1
40.0,46.77,29.35,40.77,36.91,43.43,47.71,37.26,54.82,33.79,25.51,0,1
75.73,74.86,77.47,72.7,91.04,91.42,94.12,75.74,78.0,66.16,81.94,1,0
48.13,37.24,51.89,47.99,48.4,58.87,45.24,75.37,46.87,46.79,52.33,1,1
40.0,43.04,20.66,29.24,24.82,40.85,30.31,44.94,49.67,25.22,8.43,0,1
74.75,89.97,81.5,91.8,91.07,79.03,96.76,81.38,95.48,76.65,83.47,1,0
89.64,86.67,81.06,100.0,100.0,96.69,100.0,100.0,100.0,100.0,97.36,1,0
79.56,48.61,65.54,60.98,55.38,73.36,69.21,76.69,70.6,57.92,85.63,1,0
56.65,24.42,48.15,60.27,53.24,67.1,56.81,54.97,50.64,52.54,49.26,0,1
43.21,52.36,57.81,44.51,37.23,59.68,27.63,39.17,43.09,55.22,23.4,0,1
44.76,53.55,49.77,83.25,61.58,71.37,75.3,56.47,42.44,69.15,54.53,1,1
81.6,98.94,79.55,72.56,98.57,88.11,99.97,92.16,100.0,99.69,91.54,1,0
40.0,2.47,1.92,26.34,2.24,12.84,24.25,16.33,27.02,17.66,31.51,0,1
50.84,55.41,47.46,71.81,68.23,65.39,65.86,83.29,53.65,67.4,76.49,1,1
41.0,30.13,42.75,27.39,39.83,27.35,42.73,46.01,55.6,31.98,20.33,0,1
77.29,81.62,72.5,78.35,81.68,85.36,80.16,80.84,88.36,100.0,62.12,1,0
100.0,81.42,100.0,100.0,100.0,93.83,100.0,89.59,87.2,98.31,87.04,1,0
40.0,31.18,9.0,12.76,32.39,31.39,33.95,37.34,19.95,9.16,23.63,0,1
98.16,100.0,92.96,98.9,97.17,100.0,96.43,100.0,100.0,100.0,100.0,1,0
40.14,69.08,32.77,66.79,52.35,49.2,60.76,66.97,44.49,44.38,61.93,1,1
70.18,61.62,52.34,62.12,48.23,67.42,86.53,77.54,67.28,34.22,68.52,1,1
56.65,56.53,42.24,39.66,58.63,45.22,51.91,56.05,58.29,46.88,50.46,1,1
40.0,5.78,19.95,21.76,4.14,27.46,17.49,20.46,5.16,32.71,0.94,0,1
40.0,34.17,22.77,30.59,56.9,42.17,38.07,45.04,44.44,17.14,20.23,0,1
59.39,66.2,56.44,37.94,52.61,60.0,61.32,50.27,58.17,51.88,71.04,1,1
67.1,76.4,65.55,58.64,58.71,64.14,89.49,77.37,75.56,53.44,74.36,1,0
40.0,9.55,10.75,0.0,0.0,3.0,0.0,14.48,22.07,8.6,0.0,0,1
40.0,28.77,16.89,0.0,32.34,21.49,47.33,33.21,28.17,39.38,42.82,0,1
98.02,84.52,88.44,91.08,100.0,95.71,89.9,96.23,100.0,88.63,90.9,1,0
76.51,79.8,60.38,51.22,57.88,72.03,69.16,74.58,67.78,58.88,78.26,1,0
40.0,65.63,58.54,48.07,31.49,63.58,64.42,68.41,56.43,63.14,54.66,1,1
70.64,91.58,77.17,67.11,83.63,64.72,86.07,83.17,77.07,57.48,72.54,1,0
74.51,76.54,66.79,73.47,71.19,79.97,78.95,89.23,77.4,48.86,100.0,1,0
40.0,19.54,21.87,20.18,24.8,26.8,24.69,13.41,21.85,18.17,21.22,0,1
70.76,56.44,71.14,80.33,72.66,73.33,79.71,79.1,53.69,49.06,68.15,1,1
59.99,59.91,72.12,51.06,58.26,68.15,59.79,53.32,72.82,70.17,59.13,1,1
46.83,51.8,58.25,34.56,41.03,52.97,56.15,50.42,43.63,37.17,47.37,0,1
40.0,27.54,19.41,34.02,0.0,13.87,25.82,30.54,31.91,25.42,29.83,0,1
73.14,64.75,81.8,65.64,59.1,73.48,70.13,59.92,71.58,60.8,63.4,1,0
52.25,55.48,63.72,61.66,44.33,53.93,52.32,70.7,52.42,56.23,56.76,1,1
41.18,57.03,39.01,56.71,53.09,48.2,48.66,49.5,36.35,47.73,44.14,0,1
75.45,77.29,38.28,58.57,79.8,64.34,65.94,62.15,66.3,60.6,58.18,1,0
63.36,52.84,63.41,63.7,66.86,47.09,54.98,58.87,64.47,52.92,66.57,1,1
40.0,36.36,30.52,28.5,41.6,24.33,46.58,37.88,33.73,30.78,25.42,0,1
40.0,33.51,3.46,12.15,36.98,19.39,23.88,16.68,31.95,9.44,16.57,0,1
70.01,79.23,70.31,69.52,66.17,95.44,77.67,93.1,91.37,62.13,86.47,1,0
40.0,18.52,45.73,32.27,51.33,37.66,24.38,40.17,52.54,17.98,24.32,0,1
40.0,0.0,9.95,9.37,8.3,7.98,0.0,19.91,13.79,3.87,0.0,0,1
40.0,0.0,17.29,8.09,9.03,13.82,7.32,21.78,12.51,24.78,16.14,0,1
83.19,69.94,72.39,72.27,62.71,77.68,75.47,78.15,84.49,72.76,66.35,1,0
69.59,54.4,63.13,62.03,60.63,63.81,64.94,66.29,74.06,40.16,56.94,1,1
74.28,82.31,70.91,68.75,58.35,93.78,67.06,83.92,80.98,74.87,82.13,1,0
49.39,62.19,57.65,75.0,73.9,78.38,81.24,72.37,62.82,66.03,76.76,1,1
94.78,85.98,100.0,91.01,82.81,92.91,100.0,100.0,100.0,100.0,95.21,1,0
62.08,52.5,51.1,49.36,50.09,60.62,71.13,47.43,59.7,50.48,62.05,1,1
55.2,56.07,57.78,69.0,59.86,69.93,65.59,64.95,67.89,78.04,60.36,1,1
40.0,27.21,21.75,28.99,23.7,24.77,24.83,29.55,33.61,42.22,6.72,0,1
61.48,52.46,42.72,59.56,41.89,72.17,75.57,58.97,60.12,44.95,51.83,1,1
40.0,39.16,46.82,41.72,44.54,56.8,44.91,51.69,42.65,48.83,16.96,0,1
85.75,82.87,68.96,66.92,81.26,91.83,62.28,78.94,71.45,64.2,74.47,1,0
85.4,100.0,95.07,96.61,84.31,81.76,98.18,90.96,100.0,81.72,100.0,1,0
40.05,33.34,31.3,55.69,20.88,46.47,50.37,34.94,33.8,36.37,38.69,0,1
40.0,8.62,12.92,23.87,33.59,42.72,20.61,26.56,41.0,5.36,8.94,0,1
61.3,51.17,66.81,65.65,55.32,55.68,56.81,54.88,60.28,63.94,47.03,0,1
56.46,77.95,83.65,67.75,64.97,68.43,83.21,69.81,77.9,61.88,71.82,1,1
74.61,100.0,100.0,80.55,78.54,80.98,98.49,85.9,69.74,77.3,82.51,1,0
76.11,85.56,76.86,76.28,78.76,84.1,85.02,95.63,86.84,92.14,84.55,1,0
40.0,42.87,28.99,26.3,20.87,37.27,27.1,44.88,46.75,20.21,46.63,0,1
68.5,69.92,71.9,70.04,73.86,76.99,81.11,74.81,97.47,67.49,69.92,1,0
40.0,0.07,5.42,0.0,15.58,12.94,14.05,0.0,1.85,0.0,0.0,0,1
58.99,43.06,54.14,58.87,69.96,60.37,50.13,69.6,70.51,38.41,68.93,1,1
68.29,81.85,85.7,86.48,78.79,75.72,94.4,73.45,86.02,71.48,82.79,1,0
56.41,72.72,51.6,60.91,54.84,81.66,48.16,57.86,57.15,71.61,58.56,1,1
55.67,70.09,69.98,84.81,52.4,68.24,70.9,75.9,84.47,70.51,69.74,1,1
40.0,33.03,10.94,30.82,26.61,36.73,27.33,26.22,34.91,38.28,25.5,0,1
89.56,91.15,79.14,82.61,85.44,79.93,85.49,87.88,86.43,97.0,79.45,1,0
80.95,59.76,59.53,65.08,57.03,69.94,78.33,78.19,69.55,77.41,64.79,1,0
98.91,100.0,100.0,99.19,99.77,90.88,96.23,100.0,100.0,93.44,82.65,1,0
40.0,3.68,2.34,4.47,0.0,4.99,8.01,6.45,11.18,0.0,16.65,0,1
83.53,84.38,100.0,96.55,96.43,95.04,88.79,86.37,100.0,100.0,100.0,1,0
41.71,51.69,50.8,52.55,44.76,43.34,34.81,56.93,48.93,35.31,35.21,0,1
40.0,18.94,26.76,27.4,29.29,38.03,25.1,30.1,45.14,0.0,9.1,0,1
40.0,43.82,43.13,35.87,31.93,45.27,46.55,35.14,48.62,41.53,27.71,0,1
40.0,23.75,21.91,38.05,39.48,40.86,31.4,47.93,44.93,38.05,19.3,0,1
77.48,88.02,99.62,83.15,92.06,95.09,100.0,84.89,100.0,100.0,71.9,1,0
40.0,17.92,28.79,9.11,26.83,15.56,28.42,14.49,16.99,32.32,17.9,0,1
40.0,17.37,5.92,8.36,0.0,7.78,0.0,4.33,11.59,9.35,5.04,0,1
44.93,41.77,41.35,45.18,35.66,49.9,51.15,53.47,51.03,56.75,33.8,0,1
46.64,42.23,48.67,52.59,36.81,66.84,43.46,49.14,47.39,34.44,36.26,0,1
68.51,62.98,77.35,63.37,92.25,68.3,95.97,84.93,77.39,76.24,87.37,1,0
40.0,24.36,43.63,21.5,26.36,15.57,11.76,23.19,21.71,15.02,29.21,0,1
57.3,60.78,63.99,63.89,52.02,55.56,51.84,70.32,51.45,66.53,60.79,1,1
42.09,38.58,43.01,29.92,36.3,40.02,33.5,38.12,32.37,12.92,47.1,0,1
40.0,0.0,0.0,0.0,0.39,0.0,12.92,3.18,0.0,2.15,6.08,0,1
43.96,15.02,33.09,51.23,42.97,34.81,49.82,47.55,39.41,35.29,38.92,0,1
70.03,100.0,62.29,64.23,77.4,97.0,79.64,81.69,79.94,61.3,89.61,1,0
47.44,66.94,61.25,68.44,77.91,72.13,77.34,71.08,56.67,53.4,75.95,1,1
40.0,17.2,1.33,8.82,2.63,6.4,6.42,20.08,15.23,0.0,11.37,0,1
86.21,96.2,84.42,73.66,96.27,100.0,100.0,93.68,89.17,98.57,93.91,1,0
72.46,75.62,76.35,84.9,81.86,79.69,78.24,88.4,83.06,58.54,89.32,1,0
83.83,86.88,88.75,100.0,77.88,84.18,80.35,77.21,81.31,79.25,84.37,1,0
55.15,30.39,42.43,27.31,40.19,48.14,40.77,45.79,32.31,45.4,48.73,0,1
93.5,88.06,77.58,100.0,84.37,94.1,92.96,95.84,95.98,97.64,79.1,1,0
40.0,29.43,36.2,20.69,34.19,37.96,51.63,53.35,35.22,57.53,35.6,0,1
40.0,10.25,15.68,0.0,0.27,25.71,26.68,14.78,17.16,15.47,0.0,0,1
63.96,68.56,72.41,70.72,61.09,66.64,68.76,58.75,76.33,88.16,59.86,1,1
59.9,64.23,71.47,81.34,84.82,87.4,78.74,65.96,80.41,72.97,87.9,1,1
100.0,98.02,96.11,97.86,85.37,96.86,100.0,100.0,100.0,100.0,98.26,1,0
40.0,41.93,55.33,50.43,35.83,35.57,52.81,52.24,38.67,39.61,61.97,1,1
70.26,93.62,92.52,71.31,95.58,83.82,100.0,84.64,100.0,65.88,73.18,1,0
85.24,100.0,100.0,96.45,92.14,94.8,97.76,88.47,92.12,100.0,98.7,1,0
55.97,35.01,43.72,52.99,35.37,47.37,50.6,50.42,53.98,31.22,51.94,1,1
40.0,28.06,11.83,13.52,23.14,36.18,27.72,42.79,33.5,31.08,4.47,0,1
45.05,46.77,26.04,43.31,56.32,47.26,57.26,37.76,41.03,56.91,34.02,0,1
96.95,100.0,100.0,93.04,100.0,89.65,91.81,90.12,93.63,81.81,100.0,1,0
